Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
78,Annual Review of Microbiology,"7,940",14.345,0.01812
79,TRENDS IN NEUROSCIENCES,"17,821",14.235,0.04569
80,PROGRESS IN ENERGY AND COMBUSTION SCIENCE,"4,279",14.22,0.01034
81,MOLECULAR CELL,"44,493",14.178,0.25075
82,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,"70,298",14.156,0.22035
83,Annual Review of Physical Chemistry,"6,657",14.13,0.01686
84,BRITISH MEDICAL JOURNAL,"74,759",14.093,0.14402
85,DEVELOPMENTAL CELL,"18,481",14.03,0.11839
86,ADVANCED MATERIALS,"79,860",13.877,0.26241
87,JOURNAL OF EXPERIMENTAL MEDICINE,"67,223",13.853,0.18851
88,JOURNAL OF THE NATIONAL CANCER INSTITUTE,"35,847",13.757,0.08069
89,Cell Metabolism,"9,907",13.668,0.0715
89,MOLECULAR PSYCHIATRY,"11,679",13.668,0.04057
91,GENOME RESEARCH,"24,988",13.608,0.12702
92,Annual Review of Biophysics,"1,294",13.574,0.01308
93,Cell Host & Microbe,"4,840",13.5,0.04196
94,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,"21,343",13.456,0.0764
95,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,"209,862",13.455,0.51421
96,NANO LETTERS,"75,287",13.198,0.34591
97,Annual Review of Medicine,"4,559",13.104,0.01345
98,Annual Review of Materials Research,"4,964",13.073,0.01171
99,JOURNAL OF CLINICAL INVESTIGATION,"91,498",13.069,0.21837
100,MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,"8,496",13.018,0.01941
101,CURRENT OPINION IN CELL BIOLOGY,"13,795",12.897,0.06374
102,Annual Review of Fluid Mechanics,"6,234",12.767,0.01296
103,NATURE STRUCTURAL & MOLECULAR BIOLOGY,"22,401",12.712,0.12286
104,ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY,"12,770",12.619,0.05384
105,TRENDS IN COGNITIVE SCIENCES,"13,558",12.586,0.0467
105,TRENDS IN COGNITIVE SCIENCES,"13,558",12.586,0.0467
107,AMERICAN JOURNAL OF PSYCHIATRY,"41,901",12.539,0.06758
107,AMERICAN JOURNAL OF PSYCHIATRY,"41,901",12.539,0.06758
109,Living Reviews in Solar Physics,370,12.5,0.00278
110,Nature Reviews Neurology,"1,390",12.461,0.00922
111,Annual Review of Condensed Matter Physics,293,12.389,0.00348
112,REVIEWS OF GEOPHYSICS,"5,798",12.364,0.01092
113,TRENDS IN CELL BIOLOGY,"10,684",12.354,0.04701
114,Annual Review of Biomedical Engineering,"2,868",12.214,0.0082
115,COORDINATION CHEMISTRY REVIEWS,"25,062",12.11,0.04169
116,ARCHIVES OF GENERAL PSYCHIATRY,"35,277",12.016,0.0625
116,ARCHIVES OF GENERAL PSYCHIATRY,"35,277",12.016,0.0625
118,Nature Reviews Clinical Oncology,"1,558",11.963,0.00999
119,Nature Geoscience,"5,131",11.754,0.05433
120,SURFACE SCIENCE REPORTS,"3,702",11.696,0.00904
121,GASTROENTEROLOGY,"57,982",11.675,0.1564
122,HEPATOLOGY,"46,871",11.665,0.12026
123,GENES & DEVELOPMENT,"55,857",11.659,0.20955
124,ASTRONOMY AND ASTROPHYSICS REVIEW,817,11.526,0.00548
125,ADVANCED DRUG DELIVERY REVIEWS,"19,409",11.502,0.03934
126,ARCHIVES OF INTERNAL MEDICINE,"37,598",11.462,0.10764
127,Annual Review of Entomology,"8,270",11.455,0.01209
128,PLOS BIOLOGY,"20,579",11.452,0.14959
129,FRONTIERS IN NEUROENDOCRINOLOGY,"2,660",11.429,0.00898
130,ACS Nano,"22,409",11.421,0.12083
131,IMMUNOLOGICAL REVIEWS,"11,982",11.148,0.05522
132,ANNALS OF NEUROLOGY,"31,352",11.089,0.06736
133,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,"46,471",11.08,0.10282
134,TRENDS IN PLANT SCIENCE,"11,845",11.047,0.03128
135,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,"35,353",11.003,0.08969
136,FEMS MICROBIOLOGY REVIEWS,"7,160",10.96,0.01759
137,TRENDS IN PHARMACOLOGICAL SCIENCES,"10,380",10.927,0.029
138,TRENDS IN BIOCHEMICAL SCIENCES,"15,180",10.847,0.04166
139,Pain Physician,"2,790",10.722,0.00459
140,MEDICINAL RESEARCH REVIEWS,"3,096",10.7,0.00677
141,PROGRESS IN LIPID RESEARCH,"3,761",10.667,0.00897
142,STUDIES IN MYCOLOGY,"1,266",10.625,0.00304
143,AMERICAN JOURNAL OF HUMAN GENETICS,"34,192",10.603,0.10684
144,CANCER AND METASTASIS REVIEWS,"4,501",10.573,0.01804
145,EUROPEAN HEART JOURNAL,"28,286",10.478,0.11114
146,MASS SPECTROMETRY REVIEWS,"3,994",10.461,0.01104
147,TRENDS IN IMMUNOLOGY,"7,232",10.403,0.02731
148,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,"1,654",10.36,0.00367
149,TRENDS IN MOLECULAR MEDICINE,"5,639",10.355,0.02264
150,BRAIN RESEARCH REVIEWS,"8,773",10.342,0.02252
151,EMBO Molecular Medicine,776,10.333,0.00583
152,JOURNAL OF CELL BIOLOGY,"71,070",10.264,0.18632
153,SYSTEMATIC BIOLOGY,"10,361",10.225,0.02672
154,ADVANCED FUNCTIONAL MATERIALS,"28,503",10.179,0.11269
155,GUT,"29,465",10.111,0.06214
156,QUARTERLY REVIEWS OF BIOPHYSICS,"2,221",10.091,0.00704
157,TRENDS IN GENETICS,"10,591",10.064,0.03612
158,SIAM REVIEW,"4,537",10.02,0.01146
159,Nature Reviews Endocrinology,"1,179",9.971,0.00773
160,LASER PHYSICS LETTERS,"4,670",9.97,0.0115
160,MOLECULAR ASPECTS OF MEDICINE,"2,656",9.97,0.00843
162,Nature Protocols,"13,626",9.924,0.10716
163,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,"408,307",9.907,0.8173
164,BLOOD,"140,118",9.898,0.42794
165,Advances in Microbial Physiology,909,9.875,0.00129
165,Annual Review of Phytopathology,"5,009",9.875,0.00771
167,CURRENT OPINION IN CHEMICAL BIOLOGY,"8,599",9.85,0.02787
168,NATURAL PRODUCT REPORTS,"5,774",9.79,0.01594
169,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,"504,243",9.681,1.60168
170,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,"29,678",9.663,0.0783
171,CURRENT BIOLOGY,"41,572",9.647,0.18607
172,BIOTECHNOLOGY ADVANCES,"5,293",9.646,0.01584
173,Energy & Environmental Science,"5,087",9.61,0.01802
174,LEUKEMIA,"17,255",9.561,0.06764
175,DRUG RESISTANCE UPDATES,"1,854",9.559,0.005
176,CURRENT OPINION IN IMMUNOLOGY,"8,729",9.522,0.03793
177,CIRCULATION RESEARCH,"43,101",9.489,0.10884
178,CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,694,9.467,0.00209
179,BRAIN,"38,614",9.457,0.09964
180,PROGRESS IN RETINAL AND EYE RESEARCH,"3,277",9.455,0.00831
181,Annual Review of Nutrition,"4,095",9.447,0.00692
182,CURRENT OPINION IN STRUCTURAL BIOLOGY,"10,190",9.424,0.04108
183,Cold Spring Harbor Perspectives in Biology,"2,379",9.402,0.02279
184,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,"3,046",9.38,0.01246
185,PROGRESS IN INORGANIC CHEMISTRY,"1,495",9.333,0.00081
186,ACTA NEUROPATHOLOGICA,"10,562",9.32,0.02639
187,CURRENT OPINION IN PLANT BIOLOGY,"8,747",9.272,0.0305
188,JOURNAL OF HEPATOLOGY,"19,779",9.264,0.05235
189,JOURNAL OF ECONOMIC LITERATURE,"4,715",9.243,0.01696
190,HUMAN REPRODUCTION UPDATE,"5,125",9.234,0.01339
191,EMBO JOURNAL,"73,390",9.205,0.17335
192,CLINICAL INFECTIOUS DISEASES,"43,819",9.154,0.13396
193,TRENDS IN BIOTECHNOLOGY,"9,581",9.148,0.0219
194,PLoS Pathogens,"15,642",9.127,0.11382
195,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,"3,745",9.113,0.0197
196,Annual Review of Clinical Psychology,"1,573",9.111,0.0083
196,Annual Review of Clinical Psychology,"1,573",9.111,0.0083
198,BIOLOGICAL REVIEWS,"5,678",9.067,0.01402
199,Annual Review of Analytical Chemistry,876,9.048,0.0052
200,GENOME BIOLOGY,"15,556",9.036,0.08219
201,PLANT CELL,"36,816",8.987,0.08938
202,PROGRESS IN NEUROBIOLOGY,"9,985",8.874,0.01938
203,CELL DEATH AND DIFFERENTIATION,"13,183",8.849,0.05751
204,Nature Reviews Cardiology,"1,018",8.833,0.00716
205,SCHIZOPHRENIA BULLETIN,"10,353",8.8,0.02969
205,SCHIZOPHRENIA BULLETIN,"10,353",8.8,0.02969
207,ANNALS OF THE RHEUMATIC DISEASES,"24,321",8.727,0.06822
208,PLoS Genetics,"16,668",8.694,0.15426
209,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,"11,422",8.65,0.02965
210,PROGRESS IN SURFACE SCIENCE,"1,728",8.636,0.00413
211,Molecular Systems Biology,"4,671",8.626,0.03915
212,PHARMACOLOGY & THERAPEUTICS,"10,260",8.562,0.02917
213,EUROPEAN UROLOGY,"14,914",8.493,0.05107
214,ANTIOXIDANTS & REDOX SIGNALING,"9,629",8.456,0.03702
215,Nature Reviews Rheumatology,"1,196",8.388,0.00793
216,Small,"15,181",8.349,0.07237
217,NEUROLOGY,"72,475",8.312,0.14383
218,DIABETES,"44,820",8.286,0.10417
219,BIOLOGICAL PSYCHIATRY,"34,481",8.283,0.09387
220,CANADIAN MEDICAL ASSOCIATION JOURNAL,"11,413",8.217,0.02947
221,CELL RESEARCH,"5,318",8.19,0.02796
222,ADVANCES IN COLLOID AND INTERFACE SCIENCE,"6,414",8.12,0.01314
223,TRENDS IN ENDOCRINOLOGY AND METABOLISM,"5,044",8.115,0.01747
224,Nature Reviews Gastroenterology & Hepatology,888,8.102,0.00536
225,DIABETES CARE,"44,452",8.087,0.11423
226,CURRENT OPINION IN GENETICS & DEVELOPMENT,"7,832",8.086,0.03373
227,NUCLEIC ACIDS RESEARCH,"106,520",8.026,0.30488
228,CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,"4,478",8.01,0.00919
229,Nature Clinical Practice Oncology,"1,527",8,0.00869
230,NEUROPSYCHOPHARMACOLOGY,"18,318",7.991,0.05345
231,PHYSIOLOGY,"2,230",7.953,0.01174
232,CURRENT OPINION IN MICROBIOLOGY,"7,344",7.929,0.02969
233,TRENDS IN MICROBIOLOGY,"7,745",7.91,0.02087
234,CLINICAL CHEMISTRY,"25,542",7.905,0.04652
235,ARTHRITIS AND RHEUMATISM,"43,887",7.866,0.09867
236,CANCER RESEARCH,"138,772",7.856,0.36273
237,CYTOKINE & GROWTH FACTOR REVIEWS,"4,405",7.812,0.01278
238,Science Translational Medicine,"2,509",7.804,0.01773
239,STEM CELLS,"17,241",7.781,0.08118
240,PSYCHOLOGICAL REVIEW,"19,753",7.756,0.02203
240,PSYCHOLOGICAL REVIEW,"19,753",7.756,0.02203
242,CLINICAL CANCER RESEARCH,"60,853",7.742,0.20597
243,QUARTERLY REVIEW OF BIOLOGY,"3,153",7.727,0.0032
244,CURRENT OPINION IN BIOTECHNOLOGY,"8,718",7.711,0.02357
245,Journal of Molecular Cell Biology,298,7.667,0.0017
246,CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,"2,500",7.655,0.0087
247,Advances in Carbohydrate Chemistry and Biochemistry,851,7.643,0.00082
248,HUMAN MOLECULAR GENETICS,"33,384",7.636,0.11514
248,Nature Clinical Practice Neurology,"1,055",7.636,0.00663
250,ARCHIVES OF NEUROLOGY,"21,196",7.584,0.04561
251,EPIDEMIOLOGIC REVIEWS,"2,589",7.583,0.0061
252,Nature Clinical Practice Endocrinology & Metabolism,"1,127",7.545,0.00678
253,Chemical Science,"1,697",7.525,0.00452
254,CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,"2,737",7.5,0.00219
255,Science Signaling,"3,597",7.499,0.03235
256,ANNALS OF SURGERY,"35,171",7.492,0.07066
257,Autophagy,"4,923",7.453,0.02995
258,CURRENT OPINION IN NEUROBIOLOGY,"10,788",7.444,0.0403
259,ECOLOGICAL MONOGRAPHS,"8,300",7.433,0.01071
260,BIOMATERIALS,"60,902",7.404,0.13065
261,MOLECULAR & CELLULAR PROTEOMICS,"12,985",7.398,0.05425
262,Nature Communications,"1,859",7.396,0.01222
263,Laser & Photonics Reviews,"1,188",7.388,0.00918
264,ISME Journal,"3,899",7.375,0.02342
265,PHYSICAL REVIEW LETTERS,"335,444",7.37,1.14457
266,JOURNAL OF AUTOIMMUNITY,"3,583",7.368,0.01081
267,EMBO REPORTS,"9,618",7.355,0.0466
268,BASIC RESEARCH IN CARDIOLOGY,"3,310",7.348,0.00839
269,Annual Review of Chemical and Biomolecular Engineering,158,7.294,0.00093
270,CHEMISTRY OF MATERIALS,"69,926",7.286,0.15836
271,AMERICAN JOURNAL OF GASTROENTEROLOGY,"26,645",7.282,0.06232
272,Particle and Fibre Toxicology,"1,029",7.253,0.0046
273,Annual Review of Earth and Planetary Sciences,"4,024",7.227,0.01065
274,Physics of Life Reviews,549,7.208,0.00215
275,REVIEWS IN MEDICAL VIROLOGY,"1,696",7.2,0.00542
276,EXPERT REVIEWS IN MOLECULAR MEDICINE,"1,511",7.143,0.00693
277,JOURNAL OF NEUROSCIENCE,"150,228",7.115,0.44963
278,Nature Reviews Nephrology,849,7.092,0.00533
279,INTERNATIONAL JOURNAL OF CARDIOLOGY,"11,668",7.078,0.03342
280,CLINICAL PSYCHOLOGY REVIEW,"6,710",7.071,0.01919
281,SEMINARS IN LIVER DISEASE,"3,337",7.053,0.00748
282,Nature Clinical Practice Cardiovascular Medicine,"1,403",7.043,0.0075
283,Obesity Reviews,"4,347",7.038,0.01564
284,ENVIRONMENTAL HEALTH PERSPECTIVES,"28,595",7.036,0.06313
285,Advances in Organometallic Chemistry,951,7,0.00074
285,PROGRESS IN QUANTUM ELECTRONICS,699,7,0.00187
287,Nano Research,"2,017",6.97,0.01114
288,Mucosal Immunology,"1,475",6.963,0.0104
289,INTERNATIONAL MATERIALS REVIEWS,"2,026",6.962,0.0034
290,SLEEP MEDICINE REVIEWS,"2,482",6.931,0.00799
291,MOLECULAR THERAPY,"11,679",6.873,0.04298
292,AMERICAN PSYCHOLOGIST,"14,908",6.869,0.01622
293,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,"3,816",6.868,0.0112
293,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,"3,816",6.868,0.0112
295,GLOBAL CHANGE BIOLOGY,"16,313",6.862,0.06455
296,CURRENT OPINION IN PHARMACOLOGY,"5,003",6.856,0.02063
297,THORAX,"15,810",6.84,0.03593
298,DRUG DISCOVERY TODAY,"8,280",6.828,0.02185
299,ChemSusChem,"3,040",6.827,0.01339
300,DIABETOLOGIA,"22,276",6.814,0.05887
301,PROCEEDINGS OF THE IEEE,"16,872",6.81,0.04081
302,JACC-Cardiovascular Interventions,"2,602",6.8,0.01904
303,JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA,"1,972",6.741,0.00559
304,Advances in Cancer Research,"1,838",6.733,0.00483
305,Nanomedicine-Nanotechnology Biology and Medicine,"2,091",6.692,0.00724
306,AMERICAN JOURNAL OF CLINICAL NUTRITION,"45,766",6.669,0.09384
307,GONDWANA RESEARCH,"3,498",6.659,0.011
308,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,"4,982",6.646,0.02461
309,NEW PHYTOLOGIST,"24,938",6.645,0.06386
310,AUTOIMMUNITY REVIEWS,"3,998",6.624,0.01435
311,BRITISH JOURNAL OF PSYCHIATRY,"20,364",6.619,0.03432
311,BRITISH JOURNAL OF PSYCHIATRY,"20,364",6.619,0.03432
313,NEUROPSYCHOLOGY REVIEW,"1,339",6.618,0.0055
313,NEUROPSYCHOLOGY REVIEW,"1,339",6.618,0.0055
315,KIDNEY INTERNATIONAL,"37,436",6.606,0.07127
316,DEVELOPMENT,"51,121",6.596,0.13853
317,EARTH-SCIENCE REVIEWS,"5,065",6.594,0.01664
318,CELLULAR AND MOLECULAR LIFE SCIENCES,"16,807",6.57,0.0652
319,Topics in Current Chemistry,"4,942",6.568,0.00783
320,CEREBRAL CORTEX,"19,105",6.544,0.07277
321,PLANT PHYSIOLOGY,"59,542",6.535,0.09877
322,JOURNAL OF CONTROLLED RELEASE,"26,071",6.499,0.04643
323,SEMINARS IN CANCER BIOLOGY,"3,861",6.475,0.01336
324,CRITICAL REVIEWS IN BIOTECHNOLOGY,"1,193",6.472,0.00218
325,Retrovirology,"3,101",6.47,0.01639
326,Circulation-Arrhythmia and Electrophysiology,"1,416",6.462,0.00943
326,MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,"2,571",6.462,0.00719
328,Annual Review of Nuclear and Particle Science,"1,853",6.457,0.00723
329,ACS Chemical Biology,"2,681",6.446,0.01851
330,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,"15,531",6.444,0.02537
330,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,"15,531",6.444,0.02537
332,ANNALS OF ONCOLOGY,"19,905",6.425,0.06614
333,Haematologica-The Hematology Journal,"10,766",6.424,0.04645
334,Annual Review of Environment and Resources,"1,170",6.419,0.00494
334,Annual Review of Environment and Resources,"1,170",6.419,0.00494
336,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,"13,378",6.414,0.03747
337,JOURNAL OF INFECTIOUS DISEASES,"42,700",6.41,0.10274
338,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"23,973",6.401,0.07729
339,DRUG METABOLISM REVIEWS,"2,206",6.4,0.00481
340,AMERICAN JOURNAL OF TRANSPLANTATION,"15,126",6.394,0.05948
341,SEMINARS IN IMMUNOLOGY,"3,235",6.393,0.01579
342,JOURNAL OF NUCLEAR MEDICINE,"21,165",6.381,0.04724
343,Alzheimers & Dementia,"1,888",6.373,0.00865
343,JOURNAL OF BONE AND MINERAL RESEARCH,"21,405",6.373,0.04831
343,ONCOGENE,"58,176",6.373,0.17168
346,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,"30,722",6.368,0.08248
347,JOURNAL OF MEDICAL GENETICS,"11,334",6.365,0.03041
348,STRUCTURE,"11,853",6.347,0.04776
349,CRITICAL CARE MEDICINE,"30,570",6.33,0.08036
350,GREEN CHEMISTRY,"12,023",6.32,0.03185
351,JOURNAL OF PATHOLOGY,"13,421",6.318,0.03406
352,JOURNAL OF INVESTIGATIVE DERMATOLOGY,"22,454",6.314,0.05012
353,IEEE Communications Surveys and Tutorials,874,6.311,0.00502
354,Circulation-Heart Failure,"1,395",6.286,0.01136
355,PSYCHOTHERAPY AND PSYCHOSOMATICS,"2,663",6.284,0.0057
355,PSYCHOTHERAPY AND PSYCHOSOMATICS,"2,663",6.284,0.0057
357,Polymer Reviews,939,6.281,0.00485
358,Seminars in Immunopathology,945,6.274,0.00676
359,TRAC-TRENDS IN ANALYTICAL CHEMISTRY,"6,620",6.273,0.01672
360,ALLERGY,"12,156",6.271,0.03146
361,CRITICAL REVIEWS IN MICROBIOLOGY,"1,279",6.27,0.00274
362,AGING CELL,"3,673",6.265,0.01856
363,AIDS,"23,156",6.245,0.073
364,World Psychiatry,911,6.233,0.00312
364,World Psychiatry,911,6.233,0.00312
366,Journal of Physical Chemistry Letters,"4,695",6.213,0.02417
367,HYPERTENSION,"30,265",6.207,0.06641
368,NEUROBIOLOGY OF AGING,"12,739",6.189,0.03378
369,AGEING RESEARCH REVIEWS,"1,713",6.174,0.00572
370,ACADEMY OF MANAGEMENT REVIEW,"16,559",6.169,0.021
370,CHEMICAL COMMUNICATIONS,"105,562",6.169,0.241
370,EMERGING INFECTIOUS DISEASES,"20,666",6.169,0.06686
373,PLANT JOURNAL,"30,416",6.16,0.07648
374,PSYCHOLOGICAL MEDICINE,"15,297",6.159,0.03387
374,PSYCHOLOGICAL MEDICINE,"15,297",6.159,0.03387
376,Eurosurveillance,"5,072",6.153,0.02485
377,Social Cognitive and Affective Neuroscience,"1,374",6.132,0.00981
377,Social Cognitive and Affective Neuroscience,"1,374",6.132,0.00981
379,JOURNAL OF CELL SCIENCE,"38,674",6.111,0.12096
380,Circulation-Cardiovascular Genetics,"1,080",6.105,0.00842
381,Biotechnology for Biofuels,538,6.088,0.00261
382,CURRENT OPINION IN LIPIDOLOGY,"3,478",6.086,0.01065
383,Nature Clinical Practice Nephrology,803,6.083,0.00488
384,CORTEX,"4,985",6.08,0.01345
385,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,"2,610",6.071,0.00986
386,CARDIOVASCULAR RESEARCH,"19,557",6.064,0.05148
387,ANGIOGENESIS,"1,633",6.063,0.00616
388,Circulation-Cardiovascular Interventions,"1,091",6.058,0.0084
389,CANCER TREATMENT REVIEWS,"3,642",6.054,0.01289
390,ADVANCED SYNTHESIS & CATALYSIS,"14,629",6.048,0.04807
391,CLINICAL PHARMACOLOGY & THERAPEUTICS,"12,986",6.043,0.03082
392,BMC Medicine,"1,835",6.035,0.00966
393,BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,"10,674",6.026,0.02751
394,ASTROPHYSICAL JOURNAL,"166,376",6.024,0.42962
395,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,"6,844",6.018,0.0244
396,Neurotherapeutics,"1,524",6.008,0.00838
397,JOURNAL OF CATALYSIS,"33,570",6.002,0.04418
398,Current Topics in Developmental Biology,"2,056",6,0.01223
398,KINDHEIT UND ENTWICKLUNG,586,6,0.00107
400,JOURNAL OF MATERIALS CHEMISTRY,"46,166",5.968,0.12641
401,INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,"1,533",5.967,0.00402
401,JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,"65,397",5.967,0.12818
403,Progress in Optics,941,5.952,0.00154
404,NEOPLASIA,"5,282",5.946,0.01965
405,Circulation-Cardiovascular Imaging,"1,053",5.941,0.00757
406,CHEMISTRY-A EUROPEAN JOURNAL,"54,127",5.925,0.16908
407,QUARTERLY JOURNAL OF ECONOMICS,"14,234",5.92,0.04904
408,Nanoscale,"3,187",5.914,0.01166
409,Cochrane Database of Systematic Reviews,"29,593",5.912,0.1217
