Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
76,Nano Today,"6,131",17.476,0.01442
77,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,"25,052",17.425,0.03016
78,PROGRESS IN ENERGY AND COMBUSTION SCIENCE,"9,015",17.382,0.00973
79,ANNALS OF INTERNAL MEDICINE,"53,793",17.202,0.09996
80,IEEE Communications Surveys and Tutorials,"8,654",17.188,0.02923
81,PSYCHOLOGICAL BULLETIN,"43,457",16.793,0.0274
81,PSYCHOLOGICAL BULLETIN,"43,457",16.793,0.0274
83,Science Translational Medicine,"22,073",16.761,0.12558
84,Advanced Energy Materials,"22,073",16.721,0.07549
85,GUT,"38,889",16.658,0.07024
86,TRENDS IN BIOCHEMICAL SCIENCES,"16,279",16.63,0.03216
87,JAMA Oncology,"2,496",16.559,0.01128
88,JAMA Internal Medicine,"8,760",16.538,0.05709
89,PSYCHOLOGICAL INQUIRY,"3,473",16.455,0.00287
90,EUROPEAN UROLOGY,"27,172",16.265,0.06665
91,ENDOCRINE REVIEWS,"12,768",15.745,0.01142
92,Annual Review of Neuroscience,"13,211",15.63,0.02061
93,CELL RESEARCH,"11,885",15.606,0.03803
94,TRENDS IN COGNITIVE SCIENCES,"23,273",15.402,0.04629
94,TRENDS IN COGNITIVE SCIENCES,"23,273",15.402,0.04629
96,TRENDS IN CELL BIOLOGY,"12,503",15.333,0.03514
97,JAMA Psychiatry,"6,112",15.307,0.03565
97,JAMA Psychiatry,"6,112",15.307,0.03565
99,TRENDS IN ECOLOGY & EVOLUTION,"32,332",15.268,0.0392
100,Nature Chemical Biology,"17,619",15.066,0.06543
101,Cell Host & Microbe,"13,089",14.946,0.06094
102,Annual Review of Cell and Developmental Biology,"9,131",14.917,0.02034
103,JOURNAL OF MANAGED CARE PHARMACY,"1,611",14.789,0.00343
104,Annual Review of Physical Chemistry,"8,466",14.741,0.01477
105,MOLECULAR CELL,"57,961",14.714,0.18412
106,MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,"11,027",14.533,0.01369
107,REPORTS ON PROGRESS IN PHYSICS,"14,032",14.311,0.03126
108,Nature Reviews Cardiology,"4,406",14.299,0.01849
109,BEHAVIORAL AND BRAIN SCIENCES,"8,195",14.2,0.01092
109,BEHAVIORAL AND BRAIN SCIENCES,"8,195",14.2,0.01092
111,AMERICAN JOURNAL OF PSYCHIATRY,"41,446",14.176,0.04256
111,AMERICAN JOURNAL OF PSYCHIATRY,"41,446",14.176,0.04256
113,Psychological Science in the Public Interest,965,14.143,0.00249
114,Light-Science & Applications,"2,856",14.098,0.01105
115,NEURON,"82,253",14.024,0.22658
116,Annual Review of Fluid Mechanics,"10,259",14.02,0.01265
117,Wiley Interdisciplinary Reviews-Computational Molecular Science,"3,195",14.016,0.0141
118,STUDIES IN MYCOLOGY,"2,390",14,0.00498
119,CIRCULATION RESEARCH,"49,784",13.965,0.07975
120,ACS Nano,"116,242",13.942,0.35082
121,Nature Geoscience,"17,861",13.941,0.08188
122,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,"514,759",13.858,0.77194
123,Physics of Life Reviews,"1,327",13.84,0.00318
124,Nature Reviews Gastroenterology & Hepatology,"5,699",13.678,0.02347
125,Applied Physics Reviews,891,13.667,0.00403
126,Annual Review of Medicine,"5,974",13.609,0.01248
127,FUNGAL DIVERSITY,"4,068",13.465,0.0078
128,Annual Review of Materials Research,"7,082",13.432,0.01013
129,SURFACE SCIENCE REPORTS,"4,620",13.333,0.00369
130,COORDINATION CHEMISTRY REVIEWS,"29,518",13.324,0.03438
131,TRENDS IN IMMUNOLOGY,"10,436",13.287,0.02906
132,HEPATOLOGY,"62,304",13.246,0.10972
133,PROGRESS IN NEUROBIOLOGY,"12,163",13.217,0.01798
134,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,"56,793",13.204,0.09007
134,MOLECULAR PSYCHIATRY,"17,452",13.204,0.04958
136,BLOOD,"161,962",13.164,0.31332
137,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,"46,218",13.081,0.08321
138,Annual Review of Pharmacology and Toxicology,"7,538",12.877,0.01029
139,Annual Review of Entomology,"11,445",12.867,0.01
140,ANNALS OF THE RHEUMATIC DISEASES,"39,185",12.811,0.08371
141,TRENDS IN PHARMACOLOGICAL SCIENCES,"11,348",12.797,0.01915
142,Physical Review X,"7,645",12.789,0.05793
143,JOURNAL OF CLINICAL INVESTIGATION,"105,106",12.784,0.18378
144,NANO LETTERS,"141,715",12.712,0.35429
145,NATURE STRUCTURAL & MOLECULAR BIOLOGY,"26,851",12.595,0.0928
146,JNCI-Journal of the National Cancer Institute,"38,391",12.589,0.06243
147,JOURNAL OF HEPATOLOGY,"33,566",12.486,0.08398
148,Living Reviews in Solar Physics,974,12.455,0.0041
149,Nano Energy,"13,433",12.343,0.038
150,REVIEWS OF GEOPHYSICS,"9,104",12.34,0.01129
151,Annual Review of Marine Science,"2,785",12.333,0.00991
152,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,"3,171",12.317,0.00477
153,ACTA NEUROPATHOLOGICA,"16,462",12.213,0.03698
154,FEMS MICROBIOLOGY REVIEWS,"10,381",12.198,0.01828
155,Nature Reviews Rheumatology,"5,316",12.188,0.0205
156,Nature Reviews Nephrology,"3,710",12.146,0.0148
157,Annual Review of Clinical Psychology,"4,063",12.136,0.01014
157,Annual Review of Clinical Psychology,"4,063",12.136,0.01014
159,ADVANCED FUNCTIONAL MATERIALS,"67,188",12.124,0.14777
159,Nature Communications,"123,958",12.124,0.72169
161,INTENSIVE CARE MEDICINE,"20,100",12.015,0.03531
162,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,"277,191",11.994,0.57352
163,JOURNAL OF EXPERIMENTAL MEDICINE,"63,434",11.991,0.09918
164,GENOME RESEARCH,"36,644",11.922,0.11405
165,TRENDS IN PLANT SCIENCE,"18,467",11.911,0.02631
166,GENOME BIOLOGY,"28,862",11.908,0.09509
167,PLOS MEDICINE,"22,665",11.862,0.05942
168,DIABETES CARE,"66,107",11.857,0.10798
169,ANNALS OF ONCOLOGY,"34,424",11.855,0.09085
170,ADVANCED DRUG DELIVERY REVIEWS,"32,192",11.764,0.04197
171,HUMAN REPRODUCTION UPDATE,"7,768",11.748,0.01596
172,LEUKEMIA,"23,538",11.702,0.05971
173,BIOLOGICAL REVIEWS,"9,669",11.615,0.01726
174,Lancet Psychiatry,"1,636",11.588,0.00779
174,Lancet Psychiatry,"1,636",11.588,0.00779
176,PROGRESS IN RETINAL AND EYE RESEARCH,"5,428",11.587,0.00891
177,MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT,"23,370",11.483,0.08384
178,BIOLOGICAL PSYCHIATRY,"41,859",11.412,0.06732
179,PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,"3,263",11.229,0.00647
180,PHARMACOLOGY & THERAPEUTICS,"13,250",11.127,0.02218
181,TRENDS IN BIOTECHNOLOGY,"13,211",11.126,0.02002
182,TRENDS IN NEUROSCIENCES,"19,178",11.124,0.02964
183,Academy of Management Annals,"2,109",11.115,0.00876
183,Annual Review of Physiology,"8,818",11.115,0.01236
185,TRENDS IN MICROBIOLOGY,"10,667",11.02,0.02082
186,NATURAL PRODUCT REPORTS,"9,382",11.014,0.0162
187,PROGRESS IN QUANTUM ELECTRONICS,"1,047",11,0.00155
188,Annual Review of Phytopathology,"7,028",10.981,0.00742
189,DRUG RESISTANCE UPDATES,"2,462",10.906,0.00397
190,TRENDS IN ENDOCRINOLOGY AND METABOLISM,"7,766",10.893,0.01853
191,TRENDS IN GENETICS,"11,304",10.844,0.02499
192,TRENDS IN MOLECULAR MEDICINE,"8,371",10.732,0.01943
193,IEEE Industrial Electronics Magazine,"1,119",10.71,0.00355
194,Materials Horizons,"1,650",10.706,0.00595
195,Annual Review of Biophysics,"2,510",10.676,0.01064
196,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,"11,006",10.629,0.00854
197,ACS Catalysis,"27,113",10.614,0.08891
198,BIOTECHNOLOGY ADVANCES,"14,128",10.597,0.02383
199,PROGRESS IN LIPID RESEARCH,"5,097",10.583,0.00754
200,EUROPEAN RESPIRATORY JOURNAL,"32,927",10.569,0.05455
201,Annual Review of Biomedical Engineering,"4,251",10.514,0.00607
202,IEEE COMMUNICATIONS MAGAZINE,"17,250",10.435,0.0501
203,JOURNAL OF PINEAL RESEARCH,"7,278",10.391,0.00802
204,Nature Plants,"1,041",10.3,0.00504
205,BRAIN,"48,061",10.292,0.07742
206,JAMA Pediatrics,"4,177",10.251,0.02506
207,Annual Review of Public Health,"4,974",10.228,0.00878
207,Annual Review of Public Health,"4,974",10.228,0.00878
209,JACC-Cardiovascular Imaging,"6,895",10.189,0.02699
210,Annual Review of Ecology Evolution and Systematics,"18,581",10.182,0.01168
211,NUCLEIC ACIDS RESEARCH,"156,800",10.162,0.37474
212,Nature Protocols,"32,592",10.032,0.07747
213,JAMA Neurology,"5,105",10.029,0.02693
214,CURRENT OPINION IN CELL BIOLOGY,"13,266",9.937,0.02978
215,ANNALS OF NEUROLOGY,"34,215",9.89,0.05715
216,Lancet HIV,734,9.842,0.00346
217,PLOS BIOLOGY,"26,893",9.797,0.06738
218,EMBO JOURNAL,"66,603",9.792,0.09767
219,LAND DEGRADATION & DEVELOPMENT,"4,392",9.787,0.00475
220,Annual Review of Earth and Planetary Sciences,"6,688",9.78,0.01203
221,ENVIRONMENTAL HEALTH PERSPECTIVES,"37,319",9.776,0.04468
222,Molecular Systems Biology,"8,208",9.75,0.03398
223,Journal of Cachexia Sarcopenia and Muscle,"1,310",9.697,0.00377
224,ISME Journal,"17,083",9.664,0.05686
225,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,"620,027",9.661,1.23581
226,IEEE SIGNAL PROCESSING MAGAZINE,"9,088",9.654,0.01913
227,CLINICAL CANCER RESEARCH,"77,834",9.619,0.14092
228,IMMUNOLOGICAL REVIEWS,"13,751",9.614,0.03461
229,SEMINARS IN IMMUNOLOGY,"4,257",9.611,0.01223
230,AMERICAN JOURNAL OF GASTROENTEROLOGY,"32,177",9.566,0.04975
231,Alzheimers & Dementia,"8,125",9.478,0.03206
232,CHEMISTRY OF MATERIALS,"92,255",9.466,0.12582
233,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,"4,889",9.452,0.00945
234,ECOLOGY LETTERS,"27,777",9.449,0.05894
235,APPLIED CATALYSIS B-ENVIRONMENTAL,"47,718",9.446,0.06378
236,Journal of Statistical Software,"10,301",9.436,0.0328
237,FRONTIERS IN NEUROENDOCRINOLOGY,"3,516",9.425,0.00659
238,Annual Review of Microbiology,"9,437",9.415,0.01188
239,GENES & DEVELOPMENT,"57,493",9.413,0.10512
240,ACADEMY OF MANAGEMENT REVIEW,"27,906",9.408,0.01279
241,MASS SPECTROMETRY REVIEWS,"3,737",9.373,0.00481
242,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,"4,927",9.361,0.00779
243,Journal of Physical Chemistry Letters,"33,159",9.353,0.12666
244,Bone Research,592,9.326,0.00153
245,CURRENT OPINION IN BIOTECHNOLOGY,"13,407",9.294,0.02836
246,EMBO Molecular Medicine,"5,352",9.249,0.02422
247,PROCEEDINGS OF THE IEEE,"30,230",9.237,0.03172
248,DEVELOPMENTAL CELL,"25,598",9.174,0.07613
249,NPG Asia Materials,"2,632",9.157,0.0081
250,SEMINARS IN CANCER BIOLOGY,"5,835",9.141,0.01236
251,GREEN CHEMISTRY,"34,042",9.125,0.05743
252,CANCER RESEARCH,"139,655",9.122,0.14912
253,npj Quantum Information,121,9.111,0.0006
254,Annual Review of Nutrition,"4,960",9.054,0.00477
255,Advanced Science,"1,550",9.034,0.0043
256,AMERICAN JOURNAL OF HUMAN GENETICS,"33,926",9.025,0.07314
257,FISH AND FISHERIES,"3,367",9.013,0.00673
258,ANNALS OF SURGERY,"48,707",8.98,0.07091
259,IEEE WIRELESS COMMUNICATIONS,"5,479",8.972,0.01814
260,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,"35,795",8.966,0.05421
261,PSYCHOTHERAPY AND PSYCHOSOMATICS,"3,245",8.964,0.00507
261,PSYCHOTHERAPY AND PSYCHOSOMATICS,"3,245",8.964,0.00507
263,AUTOIMMUNITY REVIEWS,"7,670",8.961,0.01928
264,SLEEP MEDICINE REVIEWS,"4,980",8.958,0.00971
265,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,"24,547",8.955,0.06493
266,SYSTEMATIC BIOLOGY,"14,988",8.917,0.02672
267,CLINICAL PSYCHOLOGY REVIEW,"12,528",8.897,0.02021
268,Journal of Materials Chemistry A,"67,521",8.867,0.18507
269,CURRENT BIOLOGY,"52,274",8.851,0.13465
270,National Science Review,512,8.843,0.00275
271,JACC-Cardiovascular Interventions,"8,512",8.841,0.03508
272,Molecular Plant,"6,040",8.827,0.0201
273,Cold Spring Harbor Perspectives in Biology,"11,216",8.769,0.05616
274,Theranostics,"4,091",8.766,0.01264
275,MEDICINAL RESEARCH REVIEWS,"3,939",8.763,0.00545
276,ECOLOGICAL MONOGRAPHS,"10,304",8.759,0.00799
277,Annual Review of Genetics,"7,482",8.745,0.01695
278,PLANT CELL,"49,690",8.726,0.07476
279,DIABETES,"54,142",8.684,0.08485
280,Chemical Science,"28,154",8.668,0.11253
281,Soft Robotics,356,8.649,0.00149
282,Small,"35,042",8.643,0.07909
283,PROGRESS IN SURFACE SCIENCE,"1,874",8.619,0.00182
284,INTERNATIONAL MATERIALS REVIEWS,"3,551",8.605,0.00405
285,Autophagy,"12,494",8.593,0.03237
286,CANCER TREATMENT REVIEWS,"7,122",8.589,0.01441
287,Particle and Fibre Toxicology,"3,642",8.577,0.00782
288,EMBO REPORTS,"11,985",8.568,0.03275
289,GLOBAL CHANGE BIOLOGY,"31,762",8.502,0.07559
290,Microbiome,"1,396",8.496,0.00721
291,JACC-Heart Failure,"2,047",8.493,0.01219
292,PHYSICAL REVIEW LETTERS,"427,669",8.462,0.74587
293,TRAC-TRENDS IN ANALYTICAL CHEMISTRY,"12,038",8.442,0.01905
294,Laser & Photonics Reviews,"4,571",8.434,0.01421
295,Cell Systems,394,8.406,0.00225
296,BIOMATERIALS,"100,214",8.402,0.12843
297,KIDNEY INTERNATIONAL,"41,438",8.395,0.05506
298,CURRENT OPINION IN IMMUNOLOGY,"9,083",8.384,0.02348
299,CELL DEATH AND DIFFERENTIATION,"17,711",8.339,0.034
300,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,"43,649",8.329,0.06487
301,NEUROLOGY,"81,843",8.32,0.11484
302,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,"20,452",8.299,0.04714
303,Cancer Immunology Research,"2,936",8.284,0.01396
304,Cell Reports,"20,705",8.282,0.15837
305,THORAX,"21,198",8.272,0.03037
306,GENETICS IN MEDICINE,"7,416",8.229,0.02768
307,ASTRONOMY AND ASTROPHYSICS REVIEW,"1,411",8.222,0.00457
307,EMERGING INFECTIOUS DISEASES,"28,052",8.222,0.07422
307,INTERNATIONAL JOURNAL OF COMPUTER VISION,"16,093",8.222,0.02404
310,CLINICAL INFECTIOUS DISEASES,"58,143",8.216,0.11903
311,OPHTHALMOLOGY,"36,581",8.204,0.05831
312,ALDRICHIMICA ACTA,862,8.182,0.00166
313,PROGRESS IN CARDIOVASCULAR DISEASES,"3,544",8.177,0.00769
314,METABOLIC ENGINEERING,"5,665",8.142,0.01542
315,BMC Medicine,"9,765",8.097,0.03933
316,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,"16,921",8.085,0.04254
317,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,"48,590",8.05,0.08973
318,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,"8,134",8.039,0.01784
319,CLINICAL CHEMISTRY,"27,811",8.008,0.02602
320,JOURNAL OF INTERNAL MEDICINE,"9,903",7.98,0.01747
321,JAMA Surgery,"3,379",7.956,0.01911
322,JOURNAL OF CELL BIOLOGY,"67,863",7.955,0.09215
323,ACS Central Science,604,7.939,0.00238
324,Applied Mechanics Reviews,"3,435",7.921,0.00237
325,CURRENT OPINION IN CHEMICAL BIOLOGY,"9,840",7.889,0.02081
326,Obesity Reviews,"9,124",7.883,0.0249
327,Liver Cancer,565,7.854,0.00161
328,JOURNAL OF CONTROLLED RELEASE,"42,402",7.786,0.05699
328,NEURO-ONCOLOGY,"8,326",7.786,0.02424
330,BIOSENSORS & BIOELECTRONICS,"41,829",7.78,0.06439
331,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,"19,327",7.738,0.04626
332,Nature Reviews Urology,"2,439",7.735,0.00771
333,JOURNAL OF MANAGEMENT,"16,286",7.733,0.02261
334,Optica,"2,364",7.727,0.01217
335,eLife,"15,730",7.725,0.1303
336,OncoImmunology,"4,157",7.719,0.01542
337,HAEMATOLOGICA,"15,075",7.702,0.04038
338,IEEE TRANSACTIONS ON FUZZY SYSTEMS,"11,648",7.671,0.01761
339,Annual Review of Organizational Psychology and Organizational Behavior,362,7.644,0.00211
340,JOURNAL OF AUTOIMMUNITY,"5,472",7.641,0.01313
341,PSYCHOLOGICAL REVIEW,"25,352",7.638,0.01119
341,PSYCHOLOGICAL REVIEW,"25,352",7.638,0.01119
343,AMERICAN JOURNAL OF KIDNEY DISEASES,"21,660",7.623,0.03259
344,EXERCISE IMMUNOLOGY REVIEW,827,7.6,0.00182
345,IEEE Internet of Things Journal,934,7.596,0.00262
346,Annual Review of Genomics and Human Genetics,"2,377",7.579,0.00647
347,SCHIZOPHRENIA BULLETIN,"15,093",7.575,0.03025
347,SCHIZOPHRENIA BULLETIN,"15,093",7.575,0.03025
349,ONCOGENE,"65,039",7.519,0.07999
350,PERSOONIA,"1,387",7.511,0.0035
351,ACS Applied Materials & Interfaces,"84,383",7.504,0.21632
352,SPACE SCIENCE REVIEWS,"9,379",7.497,0.02367
353,Mucosal Immunology,"4,898",7.478,0.0212
354,AGEING RESEARCH REVIEWS,"4,198",7.452,0.01132
355,PLANT BIOTECHNOLOGY JOURNAL,"5,968",7.443,0.0141
356,Annual Review of Analytical Chemistry,"1,964",7.435,0.00499
357,ACADEMY OF MANAGEMENT JOURNAL,"30,777",7.417,0.02758
358,MATRIX BIOLOGY,"4,439",7.4,0.00773
359,Clinical Gastroenterology and Hepatology,"14,353",7.398,0.04212
360,NEUROSCIENTIST,"4,325",7.391,0.00986
361,IEEE Transactions on Cybernetics,"5,553",7.384,0.01926
362,Nanoscale,"62,577",7.367,0.18101
363,ALLERGY,"16,206",7.361,0.02505
364,Perspectives on Psychological Science,"6,379",7.359,0.02852
365,CURRENT OPINION IN PLANT BIOLOGY,"12,118",7.357,0.0225
366,Nano Research,"9,155",7.354,0.02209
367,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,"27,955",7.349,0.03462
368,Stem Cell Reports,"3,299",7.338,0.02045
369,Molecular Ecology Resources,"8,647",7.332,0.01987
370,NEW PHYTOLOGIST,"42,370",7.33,0.0732
371,Annual Review of Food Science and Technology,"1,080",7.31,0.00328
372,BIOINFORMATICS,"83,508",7.307,0.18325
373,RADIOLOGY,"50,983",7.296,0.066
374,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,"18,259",7.286,0.0348
375,BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,"18,202",7.281,0.03799
376,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,"14,019",7.277,0.02485
377,MIS QUARTERLY,"14,561",7.268,0.01246
377,MIS QUARTERLY,"14,561",7.268,0.01246
379,CLINICAL PHARMACOLOGY & THERAPEUTICS,"15,513",7.266,0.02521
380,Health Psychology Review,"1,084",7.241,0.00374
381,IEEE NETWORK,"3,014",7.23,0.00888
382,ChemSusChem,"16,392",7.226,0.04191
382,EUROPEAN JOURNAL OF EPIDEMIOLOGY,"6,462",7.226,0.01586
384,ADVANCES IN COLLOID AND INTERFACE SCIENCE,"11,405",7.223,0.01443
385,Eurosurveillance,"7,773",7.202,0.03171
386,APPLIED ENERGY,"48,306",7.182,0.08843
387,IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,"43,605",7.168,0.08315
388,EPIDEMIOLOGIC REVIEWS,"3,282",7.16,0.00379
389,IEEE TRANSACTIONS ON POWER ELECTRONICS,"36,425",7.151,0.06106
390,Lancet Haematology,571,7.123,0.00267
391,JOURNAL OF HEART AND LUNG TRANSPLANTATION,"9,754",7.114,0.02389
392,ENVIRONMENT INTERNATIONAL,"17,043",7.088,0.02637
393,MOVEMENT DISORDERS,"23,012",7.072,0.03649
394,Genome Medicine,"3,161",7.071,0.01593
395,Clinical Epidemiology,"1,625",7.056,0.00784
396,EARTH-SCIENCE REVIEWS,"11,908",7.051,0.0244
397,CRITICAL CARE MEDICINE,"38,568",7.05,0.06244
398,Conservation Letters,"2,420",7.02,0.00904
399,JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,"24,970",7.002,0.03323
400,Oceanography and Marine Biology,"2,190",7,0.00111
401,EUROPEAN JOURNAL OF HEART FAILURE,"9,839",6.968,0.02651
402,GONDWANA RESEARCH,"9,488",6.959,0.0269
403,mBio,"10,112",6.956,0.05378
404,JOURNAL OF INFORMATION TECHNOLOGY,"2,515",6.953,0.00284
404,JOURNAL OF INFORMATION TECHNOLOGY,"2,515",6.953,0.00284
406,Comprehensive Physiology,"2,641",6.949,0.01226
407,WATER RESEARCH,"73,010",6.942,0.0761
408,CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,"3,434",6.938,0.00596
409,2D Materials,"1,260",6.937,0.00616
410,CURRENT OPINION IN STRUCTURAL BIOLOGY,"10,440",6.932,0.02576
411,AMERICAN JOURNAL OF CLINICAL NUTRITION,"55,960",6.926,0.06065
412,Arthritis & Rheumatology,"5,357",6.918,0.02567
413,JOURNAL OF PATHOLOGY,"16,079",6.894,0.02692
414,Advanced Optical Materials,"3,535",6.875,0.01359
415,GigaScience,"1,145",6.871,0.00759
416,HYPERTENSION,"35,554",6.857,0.04875
417,JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,"11,343",6.852,0.01864
418,JOURNAL OF SERVICE RESEARCH,"3,888",6.847,0.00347
419,JOURNAL OF CATALYSIS,"44,018",6.844,0.03341
420,SPORTS MEDICINE,"11,353",6.832,0.01624
421,Science Signaling,"9,495",6.83,0.03996
422,CRITICAL REVIEWS IN PLANT SCIENCES,"3,081",6.825,0.00271
423,Circulation-Cardiovascular Imaging,"4,472",6.803,0.01908
424,Advances in Catalysis,"1,471",6.8,0.00043
425,Molecular Metabolism,"1,626",6.799,0.0088
426,CYTOKINE & GROWTH FACTOR REVIEWS,"5,514",6.794,0.00844
427,ACTA PSYCHIATRICA SCANDINAVICA,"12,783",6.79,0.01278
